RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4047,15806403,Hu,650.0,france,M,37.0,9,0.0,2,Yes,No,17974.08,N0,No,2,SILVR,355.0
4048,15656707,Ma,720.0, spain ,M,21.0,2,123200.78,1,Yes,Yes,180712.28,N0,No,2,Platinum,291
4049,15653715,Coates,602.0,france,FEMALE,63.0,7,0.0,2,Yes,Yes,56323.21,N0,No,4,Platinum,649
4050,15806184,Burns,618.0, spain ,M,33.0,4,0.0,2,Yes,Yes,77550.18,N0,No,1,SILVR,273
4051,15585734,Gouger,803.0,GERMANY,M,41.0,9,137742.9,2,Yes,Yes,166957.82,N0,No,5,SILVR,567
4052,15725639,Ignatyev,793.0,france,FEMALE,63.0,9,116270.72,1,Yes,Yes,184243.25,N0,No,3,diamond,236
4053,15618401,Douglas,616.0,GERMANY,M,41.0,10,113220.2,2,Yes,Yes,114072.91,N0,No,3,SILVR,596
4054,15785385,Fiorentino,550.0, spain ,M,799.0,5,0.0,2,Yes,No,153917.41,N0,No,2,SILVR,977
4055,15734762,Ignatiev,602.0,france,FEMALE,56.0,3,115895.22,3,Yes,No,4176.17,Yess,Yes,4,Platinum,848
4056,15767129,Munz,452.0,france,FEMALE,60.0,6,543.0,1,Yes,Yes,142963.29,N0,No,3,SILVR,449
4057,15797204,Paling,655.0, spain ,FEMALE,28.0,3,262.0,2,No,Yes,76844.23,N0,No,5,Platinum,890
4058,15769272,Clark,510.0,france,FEMALE,26.0,6,136214.08,1,No,No,159742.33,N0,No,2,Platinum,853
4059,15771966,Akobundu,557.0,france,M,39.0,8,146200.01,1,Yes,No,177944.64,N0,No,2, Gold ,779
4060,15691952,Fanucci,676.0,france,M,37.0,10,106242.67,1,Yes,Yes,166678.28,N0,No,5, Gold ,560
4061,15593250,Hsiao,640.0,france,FEMALE,29.0,4,0.0,2,Yes,No,44904.26,N0,No,3, Gold ,758
4062,15605333,Clancy,529.0, spain ,M,31.0,6,0.0,1,Yes,No,10625.91,N0,No,4,diamond,491
4063,15800083,Macdonald,838.5,france,M,45.0,8,24043.45,1,No,Yes,169781.45,Yess,Yes,5,diamond,851
4064,15575691,Palerma,689.0,france,FEMALE,58.0,5,0.0,2,No,Yes,543.0,N0,No,3,SILVR,478
4065,15689886,Holden,626.0,GERMANY,M,39.0,10,132287.92,3,Yes,Yes,51467.92,Yess,Yes,5,Platinum,880
4066,15809838,Moore,697.0, spain ,M,30.0,1,0.0,2,No,No,735.79,N0,No,5,SILVR,470
4067,15736154,Gallo,823.0,france,FEMALE,44.0,1,0.0,2,No,Yes,182495.7,N0,No,2,SILVR,639
4068,15767391,Otutodilinna,565.0,GERMANY,FEMALE,32.0,4,90322.99,2,No,Yes,118740.37,N0,No,1,diamond,416
4069,15704910,Rios,631.0, spain ,M,23.0,3,0.0,2,Yes,No,13813.24,N0,No,4, Gold ,234
4070,15656613,McGregor,646.0,france,FEMALE,34.0,3,131283.11,1,No,No,130500.65,N0,No,3,SILVR,328
4071,15611551,Hill,676.0, spain ,M,48.0,1,131659.59,2,No,Yes,14152.15,N0,No,5,diamond,438
4072,15732430,H?,850.0, spain ,FEMALE,54.0,4,120952.74,1,Yes,No,66963.15,N0,No,5,SILVR,396
4073,15741865,Ferrari,262.0,france,FEMALE,38.0,9,153166.17,1,Yes,Yes,93261.69,N0,No,2,diamond,474
4074,15634143,Onyemauchechi,581.0, spain ,M,30.0,0,53291.86,1,No,No,196582.28,N0,No,1,Platinum,314
4075,15609676,Nkemakonam,718.0,france,FEMALE,35.0,2,167924.95,1,Yes,No,43024.64,N0,No,2,SILVR,317
4076,15761600,White,713.0,france,M,43.0,5,86394.14,1,Yes,Yes,130001.13,N0,No,3,SILVR,663
4077,15676404,Kirillov,672.0,france,FEMALE,50.0,1,0.0,1,Yes,No,12106.82,Yess,Yes,5, Gold ,247
4078,15659236,Iadanza,781.0, spain ,M,33.0,3,0.0,2,Yes,Yes,42556.33,N0,No,2, Gold ,989
4079,15690440,Stiles,656.0, spain ,M,47.0,1,0.0,2,Yes,Yes,197961.93,N0,No,5,SILVR,402
4080,15694601,Ankudinov,583.0,france,FEMALE,31.0,4,158978.79,1,Yes,No,12538.92,N0,No,4,diamond,862
4081,15812262,Gaffney,808.0,GERMANY,FEMALE,37.0,2,19.0,1,Yes,No,35140.49,Yess,Yes,2,diamond,424
4082,15762821,Udinese,721.0, spain ,M,33.0,5,0.0,2,No,Yes,117626.9,N0,No,1,SILVR,300
4083,15669301,Romani,778.0,GERMANY,FEMALE,29.0,6,,1,Yes,No,62454.01,Yess,Yes,4,diamond,371
4084,15672640,Kambinachi,850.0, spain ,FEMALE,45.0,4,114347.85,2,Yes,Yes,109089.04,N0,No,4,SILVR,744
4085,15750458,Hawkins,693.0,france,FEMALE,39.0,4,0.0,2,No,Yes,142331.39,N0,No,1,Platinum,550
4086,15627251,Tsui,520.0,france,M,34.0,4,134007.9,1,Yes,Yes,193209.11,N0,No,5,Platinum,523
4087,15764294,Ifeatu,759.0,GERMANY,M,31.0,4,98899.91,1,Yes,Yes,47832.82,N0,No,1,diamond,352
4088,15659962,McIntosh,637.0,france,M,60.0,3,0.0,2,Yes,Yes,70174.03,N0,No,3,Platinum,230
4089,15788536,Armit,755.0,GERMANY,M,40.0,2,137430.82,2,No,No,176768.59,N0,No,1,SILVR,399
4090,15596979,Fang,662.0,france,FEMALE,47.0,6,0.0,2,Yes,Yes,129392.75,N0,No,4, Gold ,629
4091,15681220,Chou,503.0,france,FEMALE,37.0,8,0.0,2,Yes,Yes,97893.32,N0,No,1,diamond,564
4092,15635097,Okeke,599.0,GERMANY,M,39.0,2,188976.89,2,No,Yes,176142.09,N0,No,3,SILVR,729
4093,15780779,Ramsbotham,583.0, spain ,FEMALE,40.0,4,101.0,2,Yes,No,114093.73,N0,No,2,diamond,423
4094,15798470,Scannell,764.0, spain ,FEMALE,48.0,1,75990.97,1,Yes,No,158323.81,Yess,Yes,2,diamond,298
4095,15760880,Edman,513.0,france,M,29.0,10,0.0,2,No,Yes,25514.77,N0,No,5, Gold ,536
4096,15616929,De Luca,730.0, spain ,M,62.0,5,101.0,1,No,Yes,61513.87,N0,No,4,diamond,916
4097,15758775,Vasilyeva,820.0, spain ,M,34.0,10,97208.46,1,Yes,Yes,59553.34,N0,No,2, Gold ,827
4098,15663386,Tuan,597.0, spain ,FEMALE,26.0,7,0.0,2,Yes,No,110253.2,N0,No,4,SILVR,235
4099,15621267,Ejimofor,38.0,france,M,32.0,5,0.0,1,No,No,148769.08,N0,No,2, Gold ,491
4100,15720509,Hs?,696.0,france,M,34.0,9,150856.79,1,No,Yes,262.0,N0,No,3, Gold ,19.0
4101,15693322,Shaver,635.0,GERMANY,FEMALE,37.0,9,146748.07,1,No,Yes,11407.58,N0,No,1,SILVR,219
4102,15589544,Wallis,, spain ,FEMALE,57.0,4,0.0,2,Yes,Yes,49684.09,N0,No,1,SILVR,428
4103,15772030,Coupp,543.0, spain ,M,33.0,3,0.0,2,No,Yes,68064.83,N0,No,2, Gold ,603
4104,15693337,Perry,683.0, spain ,M,41.0,0,148863.17,1,Yes,Yes,163911.32,N0,No,2, Gold ,295
4105,15676571,Bezrukova,850.0,france,M,55.0,6,0.0,1,Yes,No,944.41,Yess,Yes,1,diamond,583
4106,15701392,Lucciano,815.0, spain ,M,28.0,6,0.0,2,No,Yes,185547.71,N0,No,2,SILVR,276
4107,15741092,Ingram,671.0, spain ,M,34.0,10,153360.02,1,Yes,No,140509.86,N0,No,4,SILVR,761
4108,15643865,Lo Duca,901.5,france,FEMALE,40.0,3,92055.36,1,No,Yes,164652.02,Yess,Yes,5, Gold ,543
4109,15769389,Wan,709.0,GERMANY,FEMALE,39.0,9,124723.92,1,Yes,No,73641.86,N0,No,2,SILVR,526
4110,15807768,Cohn,702.0,GERMANY,M,28.0,1,103033.83,1,Yes,Yes,40321.87,N0,No,2,Platinum,894
4111,15801630,Yen,558.0,france,M,40.0,6,0.0,2,Yes,No,173844.89,N0,No,2,Platinum,271
4112,15705034,Peng,691.0, spain ,M,40.0,1,0.0,2,Yes,Yes,145613.17,N0,No,2,diamond,19.0
4113,15763107,Little,700.0,france,FEMALE,30.0,9,0.0,1,Yes,Yes,174971.64,N0,No,4,diamond,894
4114,15667085,Meng,,france,M,33.0,4,0.0,2,Yes,Yes,131834.75,N0,No,5,diamond,835
4115,15647008,Adams,624.0,GERMANY,M,54.0,3,116726.22,1,Yes,No,110498.1,Yess,Yes,5,Platinum,710
4116,15584505,Hill,580.0,france,FEMALE,23.0,5,113923.81,2,No,No,196241.43,N0,No,4,Platinum,
4117,15748068,Boyle,571.0, spain ,FEMALE,31.0,3,0.0,2,Yes,Yes,194667.92,N0,No,2,Platinum,492
4118,15663964,Pagnotto,561.0,france,M,37.0,5,0.0,2,Yes,No,38.0,N0,No,5,Platinum,650
4119,15782311,Feng,529.0,france,M,28.0,9,0.0,2,Yes,Yes,52545.24,N0,No,2, Gold ,572
4120,15588197,Endrizzi,670.0,france,M,36.0,7,0.0,2,No,No,59571.5,N0,No,2,diamond,871
4121,15610105,Shen,666.0,GERMANY,FEMALE,21.0,1,121827.43,2,Yes,Yes,99818.31,N0,No,2,diamond,516
4122,15606133,Lay,19.0, spain ,M,42.0,7,0.0,2,No,Yes,172967.87,N0,No,2,SILVR,799.0
4123,15599403,Wu,577.0,france,M,60.0,10,125389.7,2,Yes,Yes,178616.73,N0,No,2, Gold ,309
4124,15648225,Shephard,652.0, spain ,FEMALE,38.0,1,103895.31,1,No,Yes,159649.44,N0,No,3,SILVR,607
4125,15608406,Schmidt,678.0,france,M,26.0,5,111128.04,1,Yes,No,60941.27,Yess,Yes,5,SILVR,292
4126,15633378,Davidson,692.0, spain ,FEMALE,19.0,9,0.0,2,Yes,No,178342.63,N0,No,1,Platinum,373
4127,15664759,Lamb,675.0, spain ,M,32.0,10,0.0,2,Yes,No,191545.65,N0,No,3, Gold ,610
4128,15625545,Hussey,712.0, spain ,M,52.0,9,0.0,1,Yes,Yes,117977.45,Yess,Yes,1, Gold ,294
4129,15772148,Ferrari,639.0,GERMANY,FEMALE,37.0,5,799.0,1,No,Yes,49637.65,N0,No,3, Gold ,776
4130,15810829,Macfarlan,618.0,france,M,48.0,7,799.0,1,Yes,No,13921.82,Yess,Yes,3,Platinum,777
4131,15731669,Szabados,554.0,france,M,39.0,2,129709.62,1,Yes,No,173197.12,N0,No,1,Platinum,313
4132,15738634,Yuan,,france,M,47.0,9,83347.25,1,Yes,Yes,137696.25,N0,No,5,Platinum,418
4133,15737571,Matveyev,540.0, spain ,FEMALE,28.0,6,84121.04,1,No,Yes,80698.54,N0,No,3,SILVR,939
4134,15667602,Cheng,704.0, spain ,M,33.0,3,0.0,2,Yes,No,73018.74,N0,No,4, Gold ,697
4135,15684147,Palerma,678.0,france,M,43.0,5,102338.19,1,Yes,Yes,79649.62,N0,No,3,Platinum,859
4136,15789874,Wang,712.0,france,FEMALE,29.0,3,87375.78,2,No,No,166194.53,N0,No,2,SILVR,584
4137,15757952,Teng,651.0,france,M,44.0,2,0.0,3,Yes,No,102530.35,Yess,Yes,2, Gold ,992
4138,15698732,K'ung,789.0,GERMANY,M,51.0,3,104677.09,1,Yes,No,74265.38,N0,No,1,diamond,759
4139,15714355,Sinclair,775.0,GERMANY,M,32.0,8,121669.23,1,No,Yes,125898.39,N0,No,3,SILVR,541
4140,15599090,McKelvey,564.0,GERMANY,M,40.0,7,108407.34,1,Yes,Yes,83681.2,N0,No,1,SILVR,370
4141,15762048,Yuan,841.0,GERMANY,FEMALE,33.0,7,154969.79,2,Yes,Yes,99505.75,N0,No,3,Platinum,907
4142,15790596,Moran,850.0, spain ,M,355.0,0,141829.67,1,Yes,Yes,92748.16,N0,No,3,diamond,520
4143,15609623,McConnell,637.0,france,FEMALE,63.0,5,0.0,1,Yes,No,28092.77,Yess,Yes,1,Platinum,252
4144,15711901,Iheatu,500.0,france,M,45.0,2,109162.82,1,Yes,Yes,126145.08,N0,No,5,Platinum,277
4145,15779809,Giordano,655.0,france,M,44.0,8,87471.63,1,No,Yes,188593.98,N0,No,4,SILVR,712
4146,15729018,Alexander,666.0,france,FEMALE,33.0,2,147229.65,1,Yes,Yes,56410.17,N0,No,3,SILVR,509
4147,15698246,Gordon,658.0,france,FEMALE,24.0,2,38.0,2,Yes,Yes,84694.49,N0,No,3,Platinum,698
4148,15712409,Tang,749.0,GERMANY,M,66.0,6,182532.23,2,Yes,Yes,195429.92,N0,No,2, Gold ,283
4149,15758306,T'an,654.0,france,M,32.0,6,0.0,2,Yes,Yes,137898.57,N0,No,5,SILVR,311
4150,15621435,Davies,623.0,france,FEMALE,39.0,1,160903.2,1,No,No,78774.36,N0,No,5,Platinum,633
4151,15566295,Sanders,761.0,france,FEMALE,101.0,6,,2,Yes,No,148779.41,N0,No,1,Platinum,101.0
4152,15569098,Winifred,627.0,france,M,44.0,6,153548.12,1,No,No,35300.08,Yess,Yes,2,diamond,740
4153,15662532,Holmes,757.0,GERMANY,M,31.0,8,149085.9,2,Yes,Yes,197077.36,N0,No,2,SILVR,376
4154,15664001,Riddle,695.0,GERMANY,FEMALE,53.0,8,95231.91,1,No,No,70140.8,Yess,Yes,4,SILVR,543.0
4155,15703437,Chinedum,726.0,france,M,34.0,3,0.0,2,Yes,No,196288.46,N0,No,3,Platinum,544
4156,15708003,Aleksandrova,587.0, spain ,M,41.0,8,85109.21,1,Yes,No,19.0,N0,No,4, Gold ,318
4157,15599452,Conti,605.0,GERMANY,FEMALE,43.0,8,125338.8,2,Yes,No,23970.13,N0,No,2,SILVR,998
4158,15719793,Watson,850.0, spain ,M,62.0,5,0.0,2,Yes,Yes,180243.56,N0,No,5, Gold ,324
4159,15771580,Davison,850.0,france,FEMALE,38.0,0,106831.69,1,No,Yes,148977.72,N0,No,1,SILVR,658
4160,15732268,Cook,751.0,france,M,29.0,3,159597.45,1,Yes,No,39934.41,N0,No,5,Platinum,791
4161,15722350,Udinesi,627.0,GERMANY,FEMALE,37.0,7,147361.57,1,Yes,Yes,133031.96,N0,No,1,diamond,916
4162,15611371,Siciliani,736.0,france,M,43.0,4,176134.54,1,Yes,Yes,355.0,N0,No,2, Gold ,266
4163,15673584,Bell,652.0,france,FEMALE,74.0,5,0.0,2,Yes,Yes,937.15,N0,No,5, Gold ,286
4164,15636396,Jackson,627.0,france,FEMALE,35.0,7,0.0,2,No,Yes,193022.44,N0,No,1, Gold ,978
4165,15706170,Onyemere,636.0,france,M,34.0,1,799.0,1,No,No,37490.84,N0,No,2,diamond,934
4166,15725478,McClemans,775.0,france,M,60.0,7,0.0,2,Yes,Yes,111558.7,N0,No,1,SILVR,830
4167,15654562,Ma,355.0, spain ,FEMALE,45.0,5,174088.3,4,Yes,No,5669.31,Yess,Yes,1, Gold ,240
4168,15737509,Morrison,850.0, spain ,M,355.0,8,199229.14,1,No,No,68106.29,N0,No,3,SILVR,850
4169,15690796,Chambers,516.0,france,M,37.0,8,0.0,1,Yes,No,101834.58,N0,No,3,Platinum,703
4170,15716728,Basedow,513.0, spain ,FEMALE,42.0,10,0.0,2,No,Yes,73151.25,N0,No,5,diamond,809
4171,15605665,Nwora,673.0,GERMANY,FEMALE,69.0,3,78833.15,2,Yes,Yes,37196.15,N0,No,1,SILVR,795
4172,15748481,Howey,564.0,france,FEMALE,27.0,6,0.0,1,No,No,7819.76,N0,No,5,Platinum,602
4173,15757777,Pai,636.0,france,FEMALE,35.0,2,0.0,2,Yes,Yes,23129.46,N0,No,5,diamond,798
4174,15747808,Ni,712.0,france,M,29.0,3,355.0,1,Yes,Yes,189680.79,N0,No,1,Platinum,415
4175,15810593,Forbes,568.0,france,M,51.0,4,0.0,3,Yes,Yes,66586.56,N0,No,2,SILVR,573
4176,15693376,Baryshnikov,19.0, spain ,M,43.0,0,0.0,2,Yes,Yes,2920.63,Yess,Yes,1,SILVR,242
4177,15579808,Kramer,754.0,GERMANY,FEMALE,39.0,8,129401.87,1,Yes,Yes,87684.93,N0,No,2, Gold ,591
4178,15598275,Sochima,709.0,france,FEMALE,32.0,7,0.0,2,Yes,Yes,199418.02,N0,No,5, Gold ,529
4179,15737080,Marchesi,510.0,france,FEMALE,32.0,1,0.0,2,No,Yes,28515.17,N0,No,4,SILVR,523
4180,15668580,Todd,716.0, spain ,M,33.0,2,0.0,2,Yes,Yes,92916.53,N0,No,1,Platinum,531
4181,15569438,Mai,607.0,GERMANY,M,36.0,10,106702.94,2,No,No,198313.69,N0,No,1,SILVR,519
4182,15675842,Pinto,656.0, spain ,M,26.0,4,139584.57,1,Yes,No,36308.93,N0,No,4,SILVR,641
4183,15577587,Reynolds,550.0,GERMANY,M,52.0,5,121016.23,1,Yes,Yes,41730.37,Yess,Yes,3,diamond,592
4184,15625592,Sal,486.0,france,M,26.0,2,0.0,2,Yes,Yes,31399.4,N0,No,4,Platinum,551
4185,15635141,Miller,598.0,GERMANY,M,59.0,8,118210.42,2,No,No,60192.14,Yess,Yes,4,diamond,622
4186,15642570,Scott,675.0, spain ,M,35.0,8,0.0,2,Yes,No,29062.25,N0,No,2,Platinum,329
4187,15702175,Herrin,755.0,france,FEMALE,29.0,4,148654.84,2,Yes,Yes,28805.09,N0,No,1, Gold ,519
4188,15677785,Stevenson,656.0, spain ,M,32.0,5,136963.12,1,Yes,No,133814.28,N0,No,1, Gold ,38.0
4189,15786153,McKenzie,355.0,GERMANY,M,47.0,9,137774.11,2,Yes,No,151902.78,N0,No,5,SILVR,499
4190,15759499,Gardiner,598.0,france,FEMALE,32.0,4,543.0,1,Yes,Yes,167376.26,N0,No,1,SILVR,219
4191,15659568,Atkinson,850.0, spain ,FEMALE,31.0,3,38.0,1,Yes,Yes,31022.56,N0,No,3,Platinum,610
4192,15715597,Onyemauchechi,679.0,france,M,101.0,1,97234.58,1,Yes,No,188997.08,N0,No,1,diamond,597
4193,15610147,Ross,632.0,france,M,60.0,2,355.0,2,No,Yes,2085.32,N0,No,4,SILVR,350
4194,15802362,Newland,550.0, spain ,M,45.0,0,0.0,2,No,Yes,70399.71,N0,No,1,SILVR,733
4195,15660524,Hu,572.0,GERMANY,FEMALE,54.0,9,97382.53,1,Yes,Yes,195771.95,N0,No,3, Gold ,316
4196,15747168,Sanders,626.0,GERMANY,FEMALE,47.0,2,103108.8,1,No,Yes,166475.44,Yess,Yes,3, Gold ,279
4197,15796910,Tsui,101.0, spain ,FEMALE,57.0,7,0.0,1,No,No,84106.17,Yess,Yes,1,SILVR,674
4198,15707674,Marino,515.0,france,FEMALE,,2,131852.81,1,Yes,No,81436.68,Yess,Yes,1,SILVR,929
4199,15565706,Akobundu,612.0, spain ,M,35.0,1,0.0,1,Yes,Yes,83256.26,Yess,Yes,1,SILVR,298
4200,15587596,Morrison,628.0, spain ,FEMALE,39.0,8,107553.33,1,Yes,No,117523.41,N0,No,4,diamond,
4201,15751943,Mai,529.0, spain ,FEMALE,43.0,5,0.0,2,No,No,79476.63,N0,No,4, Gold ,400
4202,15621227,Hs?eh,668.0,GERMANY,FEMALE,46.0,7,161806.09,1,Yes,Yes,173052.19,N0,No,4, Gold ,794
4203,15757588,Wright,543.0,france,M,30.0,9,0.0,2,No,No,100995.68,N0,No,1,Platinum,518
4204,15640922,Demaine,101.0,france,FEMALE,52.0,7,0.0,1,Yes,Yes,122782.5,N0,No,2,diamond,450
4205,15567557,Chien,573.0,france,M,27.0,2,128243.03,1,Yes,Yes,11631.34,N0,No,2,diamond,383
4206,15670103,Dickinson,565.0,france,FEMALE,38.0,5,126645.13,1,Yes,Yes,168303.55,N0,No,1,diamond,366
4207,15720929,Kazantseva,604.0,france,FEMALE,47.0,8,62094.71,3,No,No,9308.1,Yess,Yes,5,Platinum,430
4208,15732774,Marchesi,656.0,france,M,37.0,7,112291.34,1,Yes,No,153157.97,N0,No,5,SILVR,722
4209,15628558,Pan,447.0,france,FEMALE,38.0,5,89188.83,1,Yes,Yes,75408.24,N0,No,1,Platinum,19.0
4210,15729201,Harewood,682.0,france,M,55.0,9,0.0,1,Yes,No,153356.8,Yess,Yes,5,diamond,294
4211,15731117,Kao,437.0, spain ,M,28.0,2,355.0,1,Yes,No,152987.42,N0,No,1, Gold ,811
4212,15615207,Yeh,792.0, spain ,M,543.0,0,0.0,1,Yes,Yes,5557.88,Yess,Yes,4,diamond,445
4213,15773512,Bischof,627.0, spain ,FEMALE,25.0,4,0.0,1,Yes,Yes,194313.93,N0,No,5,SILVR,992
4214,15572145,Ashton,767.0,france,FEMALE,262.0,8,0.0,2,Yes,No,94767.77,N0,No,1, Gold ,911
4215,15642710,Napolitani,686.0,france,M,26.0,7,0.0,2,Yes,No,1540.89,N0,No,3,diamond,414
4216,15574213,Wilson,789.0,france,FEMALE,53.0,1,158271.74,1,Yes,Yes,5036.39,Yess,Yes,1,SILVR,296
4217,15718852,Uren,794.0,france,M,56.0,9,96951.21,1,Yes,Yes,71776.76,N0,No,2,Platinum,694
4218,15583840,Okechukwu,587.0,GERMANY,M,35.0,5,121863.61,1,Yes,Yes,23481.69,Yess,Yes,2,diamond,260
4219,15782418,Ku,589.0,GERMANY,FEMALE,19.0,9,83495.11,1,Yes,Yes,143022.31,Yess,Yes,4, Gold ,747
4220,15813504,Onyemachukwu,814.5,GERMANY,FEMALE,25.0,1,146566.01,1,No,Yes,161407.48,N0,No,3,Platinum,706
4221,15711314,Kao,589.0, spain ,FEMALE,45.0,1,0.0,1,No,No,125939.22,Yess,Yes,4,SILVR,300
4222,15621064,Russell,701.0,GERMANY,M,23.0,5,186101.18,2,Yes,Yes,76611.33,N0,No,4,SILVR,908
4223,15627847,Woronoff,850.0,france,M,40.0,6,0.0,1,Yes,No,136985.08,Yess,Yes,1,diamond,268
4224,15588090,Ferri,726.0,GERMANY,FEMALE,51.0,8,107494.86,2,Yes,No,140937.91,Yess,Yes,2,Platinum,794
4225,15735270,Ruggiero,19.0, spain ,M,47.0,2,0.0,1,Yes,No,48161.18,Yess,Yes,3, Gold ,580
4226,15671804,Wilding,648.0, spain ,M,36.0,8,146943.38,2,Yes,Yes,130041.45,N0,No,3, Gold ,780
4227,15753215,Yashina,651.0, spain ,FEMALE,36.0,8,0.0,2,Yes,No,91652.43,N0,No,3,SILVR,823
4228,15789941,Yevseyev,633.0,france,FEMALE,36.0,6,125130.28,1,No,No,125961.48,N0,No,5, Gold ,465
4229,15691061,uwkoupaR,740.0,france,FEMALE,37.0,9,0.0,2,Yes,Yes,73225.31,N0,No,3,Platinum,658
4230,15808326,Maslov,592.0,france,FEMALE,34.0,9,0.0,2,Yes,Yes,20460.2,N0,No,4,diamond,813
4231,15566660,Cole,670.0,france,FEMALE,355.0,10,0.0,3,Yes,No,81602.02,N0,No,4,diamond,378
4232,15778947,Sullivan,628.0,france,M,36.0,3,0.0,2,Yes,Yes,8742.91,N0,No,4,Platinum,276
4233,15632977,Hsiao,745.0,france,M,47.0,5,0.0,2,No,No,145789.71,N0,No,1,Platinum,637
4234,15591747,Rossi,705.0,france,M,799.0,3,0.0,2,No,No,129576.99,N0,No,2,diamond,789
4235,15567335,Allsop,559.0,france,FEMALE,38.0,7,0.0,2,Yes,Yes,190040.29,N0,No,3,diamond,822
4236,15609299,Chamberlain,595.0,france,M,29.0,6,150685.79,1,Yes,No,87771.06,N0,No,4,SILVR,480
4237,15669945,Jackson,101.0,france,M,35.0,4,141359.37,2,Yes,No,39519.53,N0,No,3,Platinum,807
4238,15736271,Dumetochukwu,498.0,france,FEMALE,799.0,9,0.0,1,Yes,No,190035.83,N0,No,4, Gold ,505
4239,15710390,Uspensky,655.0,france,FEMALE,39.0,6,94631.26,2,Yes,Yes,148948.52,N0,No,5,Platinum,315
4240,15756481,Garcia,636.0,france,FEMALE,39.0,3,118336.14,1,Yes,No,184691.77,N0,No,3, Gold ,349
4241,15736730,Soto,634.0,france,FEMALE,45.0,2,0.0,1,Yes,Yes,143458.31,N0,No,3,diamond,863
4242,15626040,McDonald,793.0, spain ,M,63.0,0,0.0,2,No,Yes,27166.75,N0,No,1, Gold ,529
4243,15746553,Castles,526.0,GERMANY,M,50.0,5,124233.24,1,No,Yes,159456.87,Yess,Yes,5,SILVR,577
4244,15622518,Stephenson,768.0,france,FEMALE,26.0,5,51116.26,1,Yes,Yes,70454.79,Yess,Yes,4,Platinum,992
4245,15684908,Davidson,262.0,GERMANY,M,64.0,1,91869.69,1,No,Yes,95421.0,N0,No,5,SILVR,466
4246,15569446,Tu,732.0,france,FEMALE,34.0,8,122338.43,2,Yes,No,187985.85,N0,No,1,Platinum,254
4247,15777504,Colbert,617.0,france,FEMALE,30.0,8,0.0,1,Yes,Yes,92621.9,N0,No,3, Gold ,829
4248,15677906,Owens,637.0, spain ,FEMALE,54.0,5,0.0,1,No,Yes,150836.98,N0,No,2,Platinum,259
4249,15703292,eizemihC,19.0,france,M,26.0,8,86270.93,2,Yes,Yes,90177.3,N0,No,5, Gold ,430
4250,15712938,Genovese,531.0,france,M,44.0,3,0.0,2,Yes,Yes,34416.79,N0,No,5,Platinum,924
4251,15631359,Daluchi,489.0,france,FEMALE,38.0,5,117289.92,1,No,No,85231.88,N0,No,2, Gold ,655
4252,15720847,Sheffield,601.0,france,M,35.0,2,0.0,2,Yes,Yes,118983.18,N0,No,5,Platinum,355.0
4253,15787830,Bailey,,GERMANY,M,38.0,7,153663.27,1,Yes,No,111868.23,N0,No,4,SILVR,294
4254,15599869,Dyson,728.0, spain ,FEMALE,29.0,1,0.0,1,Yes,Yes,83056.22,N0,No,2,Platinum,300
4255,15592078,Davide,590.0,GERMANY,FEMALE,27.0,8,123599.49,2,Yes,No,1676.92,N0,No,1,SILVR,971
4256,15596228,Uwaezuoke,490.0,france,M,29.0,4,0.0,2,Yes,No,32089.57,N0,No,4,SILVR,824
4257,15578462,?sH,596.0, spain ,FEMALE,76.0,9,134208.25,1,Yes,Yes,13455.43,N0,No,5,diamond,374
4258,15756894,Onwuka,635.0,france,M,29.0,1,0.0,1,No,Yes,24865.54,N0,No,1, Gold ,798
4259,15796167,Flores,19.0,GERMANY,M,35.0,7,98556.89,2,Yes,No,117644.36,N0,No,2,diamond,625
4260,15664808,Nicoll,1185.0, spain ,FEMALE,37.0,3,0.0,3,No,No,98897.32,N0,No,3,Platinum,772
4261,15664555,Hughes,587.0,france,M,40.0,2,0.0,4,No,Yes,106174.7,Yess,Yes,2,Platinum,826
4262,15607278,Romano,794.0, spain ,FEMALE,46.0,8,134593.79,1,Yes,Yes,46386.37,N0,No,4,diamond,351
4263,15585222,Norman,19.0,france,M,41.0,8,0.0,2,Yes,Yes,185054.14,N0,No,5,diamond,547
4264,15750299,Davison,746.0, spain ,M,24.0,10,68781.82,1,No,Yes,47997.39,N0,No,1,SILVR,282
4265,15761294,Manna,19.0,GERMANY,FEMALE,56.0,8,137464.04,1,Yes,No,130846.79,Yess,Yes,3,Platinum,235
4266,15810454,Reed,709.0,france,M,32.0,4,147307.91,1,No,Yes,40861.55,N0,No,4,Platinum,556
4267,15673984,Daniels,536.0,france,FEMALE,35.0,8,0.0,1,Yes,No,171840.24,Yess,Yes,1,SILVR,418
4268,15609319,Hunt,711.0,france,FEMALE,41.0,3,145754.91,1,Yes,Yes,101455.07,N0,No,3,Platinum,244
4269,15709941,Feng,753.0,france,M,46.0,8,0.0,3,Yes,No,90747.94,Yess,Yes,2,Platinum,497
4270,15580252,Waters,748.0,france,M,355.0,4,112610.77,1,No,Yes,2048.55,N0,No,3, Gold ,315
4271,15741275,Yuan,623.0,france,FEMALE,57.0,7,71481.79,2,Yes,Yes,84421.34,N0,No,3,diamond,847
